,job_id,title,description,company_name
116,3680971274,Marketing Manager,"Marketing Manager is expected to create, maintain and communicate the Global Marketing Calendar effectively to all parties. With inputs from Product Development and Sales, Marketing Calendar is the foundation for our product development and retail calendars, consisting of topics, events, launches and promotions.  Based on the global marketing calendar, campaigns will be developed in partnership with Operations and Product Development teams, to ensure products and campaigns are aligned. Communicate, Organize and plan out photoshoots with 3rd party vendors to deliver any needs based on marketing calendar. 
 ResponsibilitiesCreate, Maintain and communicate Global Marketing CalendarStrategy, communicate and execute Marketing CampaignsCoordinate all marketing activities to generate leadsInform clients and prospects of products and services through creative marketing strategiesConnect, engage and create a experience between in-store and online presenceTrack performance of all marketing campaigns
QualificationsBachelor's degree or equivalent experience5+ years' experience in marketingAbility to multi-taskExperience in organizing photoshootsExperinece in Shopify is a plusStrong verbal, written, and organizational skillsSel-Motivated, Entrepreneurial, Collaborative",O.N.S Clothing
117,3681440546,Central Oklahoma Independent Retail - Sales Representative,"COOP Ale Works is a fourteen-year-old production/packaging craft brewery and beverage producer located in Oklahoma City, Oklahoma. Our collective beverage portfolio covers a distribution footprint of 41 states and counting. As we grow into new concepts, new markets, and new products, one of our goals is to continue to build the root structure of our brands, our products, and our reputation as a leading craft brewery in Oklahoma as well as a national bev-alc industry supplier. We are looking to add aggressive, passionate, and talented team members who will embrace our culture and objectives and grow with us into the future.
Job Description· The Central Oklahoma Indy Retail Sales Representative will work with our state Sales Director as well as our distribution partners throughout the territory to expand in-market sales activities for Independent (Package Liq/ Indy C-Store) retail outlets, including customer development, customer retention, sales planning, events, and product launches. · The independent sales rep also works to rebuild positioning and trust lost thru transitions and previous challenges.· This position reports to the Oklahoma Commercial State Director.
Job Responsibilities• Responsible for rebuilding/ accelerating trust and enhancing relationships with Independent retail customers.• Lead new product launches and promotions which will include the creation and execution of product sampling events.• Oversee all execution of COOP Ale Works and COOP Beverage Works product portfolios in designated market. • Support customer sales efforts through point-of-sale materials development and delivery, co-branding opportunities, large format signage, etc.• Coordinate, schedule and attend events throughout the territory.• Possess ample knowledge of products, the beer/wine industry, competitive brands, and markets.• Provide customer service support to customers directly and via the distributor.• Manage database records of potential, current and former customers.• Manage, monitor and evaluate sales numbers as they relate to budgeted/forecasted sales within designated territory.• Work with local distributor personnel in designated territory to increase brand awareness thru work withs, event gatherings, etc.• Exercise appropriate behavior with trade personnel, always representing company brands in the best and most professional manner.
Candidate Qualifications • Able to receive a license from Oklahoma ABLE Commission • Must be 21 years and above• Physical requirements – lifting and standing for periods of time• Self-motivated, self-starter with the ability to excel in instances of limited direction • Excellent interpersonal, communication and problem-solving skills • Dedicated sense of urgency and drive to achieve objectives • Proficiency in Microsoft Office suite • Ability to travel up to 2 weeks a year • Desire to work hard, play hard and get things done 
Salary and Benefits COOP Ale Works offers competitive salaries based on experience. This position includes annual reviews as well as merit-based bonuses and raises. We also offer a robust health insurance plan, 401k plan and match, paid time off, paid holidays and a continuing education program. Beverages are an obvious perk. ",COOP Ale Works
118,3682818140,Senior Business Intelligence Developer,"Carefully read the JD before applying!Job Description: Senior BI Developer (Hybrid)Primary Duties & ResponsibilitiesJOB SUMMARYThe Senior BI Developer is responsible for delivering cross-functional reporting, data exploratory analysis via SQL/AWS Redshift, and hands-on development of highly visible visualization projects that create strategic and transformational value for core business organization. The role will interface with data engineering, business stakeholders, and portfolio leaders to modernize our technology platforms and deliver drilldown dashboarding capabilities. Highly experienced with proven acumen data visualization with SQL/scripting expertise, IT data analytics architecture, deployment scale methodologies across multiple cloud technologies and integrations of necessary risk controls. Through enablement, the role will enable rapid expansion of data self-service capabilities (training, discovery, collaboration, partnership, and ecosystems) across the organization.PRIMARY DUTIES & RESPONSIBILITIESExpertise in data visualization and relevant methodologies; spearhead innovation in data and decision analytics.Package and present recommendations to the executive leadership team through a combination of reporting and advanced analyticsChampion data visualization through development of Tableau/.NetCore/D3 chartsInteract with cross functional portfolios to enhance gap capabilities, including the business architecture, processes, sub-capabilities required and target state.Required Skills KNOWLEDGE, SKILLS, & ABILITIES6+ years of experience of Tableau, SQL, and Data Lake architecturesDeep understanding of data SQL, quantitative/statistical hypothesis analysis, and decision analytics, including full life-cycle development Experience with agile development tools, including Jira. Ability to be hand-on, but also be a player-coach. Strong analytical and prioritization skills Ability to effectively communicate across multiple levels within the organizationFinancial service acumen & or experience to lead large cross functional initiativesAbility to accurately determine length and difficulty of tasks and projectsAbility to work with seamlessly with remote teams Delivery of high-quality strategic large-scale projects.Self-directed, effective at prioritizing tasks, managing time, organizing people and getting things done.Exceptional influencing skills with sound judgment and decision-making skills.Ability to communicate a compelling vision and inspire others to deliver on an ambitious, complex, global roadmap.Deep knowledge of probability distributionsExpertise in building/executing REST API interfacesDeep statistical foundation and knowledge of statistical learning theoryUnderstanding of Bayesian methods and probabilistic graphical modelsExtensive experience with linear models and extensions, unsupervised dimensionality reduction and clustering methods and tree-based methodsMastery in data transformation methodologies including SQL, scripting PythonExperience with common machine learning methods for descriptive and predictive applicationsWillingness to travel.
Required Knowledge & Experience EDUCATION & WORK EXPERIENCE REQUIREDAdvanced Degree (Masters) in Statistics, Physics, Mathematics, Finance, Econometrics, Operations Research, or other quantitative disciplinesBachelor of Science (BS) degree in a quantitative discipline with 6+ years strong relevant experience.Experience developing complex statistical modeling for clinical program evaluation, and estimating impacts of various programs, interventions, and strategies on key clinical and business outcomes.Substantial analytical experience in healthcare industry preferred. Building applications on a cloud-native microservices architecture. Having excellent hands-on skills with NetCore 4.5+, D3/C3 Charting, Angular, JavaScript and related libraries / frameworks. Adept with agile software development lifecycle and DevOps principles, with special exposure to JIRA, GitLab and Jenkins. Being thorough about non-functional requirements such as scalability, availability, logging, monitoring etc. Familiar with large scale architecture design 
Send resume to kaykay@ebusinesstechcorp.com",eBusiness Technologies Corp.
119,3683918914,Field Supervisor,"Company Description
AWP Safety is North America’s leading traffic control specialist. Our team of 6,500 professionals helps secure 2,000 work zones every day – ensuring customer crews, drivers, and our teams get home safely. We protect those who operate, maintain, and upgrade infrastructure in the energy, broadband, and transportation sectors and provide traffic control for major events like the Super Bowl and Boston Marathon.
Since our founding in 1981, we have served customers through the talent of extraordinary team members committed to customer focus, growth, valuing each other, safety and quality, and a sense of urgency.
Job Description
The Field Supervisor will uphold the core values of Ownership, Trust, and Teamwork. This position will have a passion for safety and leading teams. The Field Supervisor will support our EHS initiatives that protect employees, customers, and assets allowing all our team members to return home safely every day. This role is instrumental in achieving success through hard work, integrity, and developing yourself and others.
Support the Area Manager and General Manager in managing your team of protectors. Collaborate daily with all Area Staff, with a goal of Continuous Improvement in all functional areas of the businessDirect supervision for Field crewsMaintain Field/Office Responsibilities; 80% in Field and 20% in OfficeEnsure that safety, quality, training, employee engagement, and retention are a prime focus of the businessProtect the company’s employees, customers, and assets against losses, injuries, and accidents through enforcement of safe work practicesCoach, Motivate, Develop your team of protectorsDevelop relationships with internal and external customers to achieve goals and new business opportunities Perform field and vehicle inspections, attend pre-bid meetings, meet with clients and work in the field with the team as neededEnsure customer service issues are addressed promptly and efficiently while providing the highest level of customer service Assist in preparing daily schedulesMonitor daily employee issues including payroll, timekeeping, benefits, time off requests, customer issues, and training requirementsFacilitate teambuilding efforts and regular communications with team members Engage and support the training of new and current employees to reduce turnover, promote efficiency and reduce labor costs Obtain ATSSA and state-specific certifications Become a subject matter expert in work zone setup/design and professional flagging Other duties as assigned 
Qualifications
High School Diploma or GED completion 4-year degree in a business-related field is a plus but not required1-2 years of supervisor experience and building teams with 20+ individualsMust be able to and enjoy connecting with field-level customers and contactsExcellent verbal and nonverbal communication skills Take the initiative to build work relationships with your team Contributes to the engagement and ongoing development of AWP Safety employees Intermediate computer skills including Microsoft Office products and customer relationship management systems Must adhere to and promote safe workplace practices Valid Driver’s License void of suspension or revocation 
Additional Information
Benefits-eligible 1st of the month following hire. All traditional benefits are offered, including 3 medical plan options and 2 dental plan options, as well as additional benefits such as Legal and Identity Shield, Accident, and Critical IllnessCompany paid 50k in basic life insurance. Company paid LTD. Health Savings and Flex Spending Accounts Available401(k)Paid Time Off & Paid HolidaysAWP named one of America’s Greatest Workplaces 2023 for Diversity
AWP Safety is an Equal Opportunity Employer (EOE). Women, minorities, veterans, and individuals with disabilities are encouraged to apply. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.",AWP Safety
120,3683926341,Billing Specialist,"Company Description
AWP is North America’s leading traffic control specialist. Our team of 6,500 professionals helps secure 2,000 work zones every day – ensuring customer crews, drivers, and our teams get home safely. We protect those who operate, maintain, and upgrade infrastructure in the energy, broadband, and transportation sectors and provide traffic control for major events like the Boston Marathon.
Since our founding in 1981, we have served customers through the talent of extraordinary team members committed to customer focus, growth, valuing each other, safety and quality, and a sense of urgency.
Job Description
As the Customer Relations Account Specialist, this role is responsible for delivering excellence in service and contributing to the mission of protecting businesses, people, and time. This role will focus on accurate and timely invoicing to our customers. This position is also responsible for ensuring all payments are received within the defined terms. The Customer Relations Associate is responsible for collaboration across all levels to achieve departmental and organizational goals.
Enter high volumes of data into the various systems timely and accurately for billing purposesAdjust and handle billing discrepancies and rejections timely and accuratelyValidate, verify, and compare contract agreements as neededProvide excellent customer service and provide customers with a positive experienceSupport the team in securing timely payments from customersAct as a resource for other functions within AWPAnswer phones and respond to inquiries using a professional and courteous demeanorProvide general office support and peer training as requestedComply with all AWP policies, procedures, and safety requirementsPerform other duties and special projects as assigned
Qualifications
High school diploma or GED required3-5 years AR/Billing experience preferredStrong customer service skillsBasic knowledge of accounting principles and terminology; strong math skillsExcellent verbal and written communicationIntense focus on accuracy and attention to detail; organizedProblem-solving skillsCritical thinking skillsDemonstrate high degree of accuracy and attention to detailExcellent organizational skillsOutgoing & assertive personality – not afraid to approach individualsProficiency with Microsoft Office Suite Products (Excel, Word)Experience with Microsoft Great Plains and Salesforce software preferredEmployee must be able to successfully handle the physical demands of this position, which include the following:Hours of operation are M-F, 8 a.m.- 5 p.m. 40-hour work week Primarily sedentary or working at a deskOccasionally lift and move 10 -25 poundsWhile performing duties of this job, the employee is regularly required to talk or hear Proficient literacyThe employee frequently is required to stand, walk, or reach with hands and arms
Additional Information
A high-achieving, gregarious, and well-respected teamBenefits-eligible 1st of the month following hireAll traditional benefits are offered, including 3 medical plan options and 2 dental plan options, as well as additional benefits such as Legal and Identity Shield, Accident, and Critical IllnessThe company paid 50k in basic life insuranceCompany paid LTDHealth Savings and Flex Spending Accounts Available401(k)Paid Time Off & Paid HolidaysAWP named one of America’s Greatest Workplaces 2023 for Diversity
AWP Safety is an Equal Opportunity Employer (EOE). Women, minorities, veterans, and individuals with disabilities are encouraged to apply. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.",AWP Safety
121,3684010877,Receptionist,"Company OverviewUnicity is dedicated to developing innovative, science-based products and programs that promote metabolic health and improve the quality of life for people everywhere. For over 30 years, Unicity has been dedicated to developing high-quality products that contain the vital nutrients your body needs. With the proper process, cutting-edge technology, and a mission to Make Life Better, Unicity is paving the way for a better tomorrow.Unicity was founded with a bold mission to make healthy living a reality in an on-the-go world. Unicity’s business model is person to person sales which has given a personal touch to our sales and growth. Unicity currently has offices in Utah, Nevada, Wyoming, plus many more globally! This job will be located in Las Vegas, NV.In addition to competitive pay we can offer:Heath, Dental, Vision, Life and other benefits that begin within a month
Paid maternity and paternity leave
Generous vacation allowance in addition to company paid holidays
401(k) with company match
Substantial company product allowance
Reimbursement for internet, cell phone and gym/wellness activitiesResponsibilities:Answer both internal and external switchboards and direct the callers to the appropriate partiesGreet customers, vendors, and associates in a prompt, professional and courteous manner and direct them to the appropriate partiesEnter data or prepare correspondenceKeep front lobby, store and desk neat and cleanReceive and sort packages and mailPlace orders within internal system in an efficient and prompt mannerAnswer questions regarding our product line and businessAnswer Data Support email requestsOrganize/deliver mail to executive/employeesAny other duties assigned by the General Manager
",Unicity International
122,3684017664,Assistant General Counsel,"Our fast-moving, growth-stage company seeks a seasoned Assistant General Counsel with well-honed legal, business, and interpersonal skills. The position will report directly to the General Counsel. You will be welcomed into a collegial environment of experienced professionals who are developing and building internet fiber backbone infrastructure on a national scale. The Arcadian team operates in an authentic and carefully fostered environment combining operational and financial discipline, focusing on broad, long-term equity value creation and a deeply held commitment to creating scaled social impact through purposeful execution. 
The RoleThe Assistant General Counsel will work responsibly, efficiently, and resourcefully with the General Counsel and others in the legal department to provide high caliber work product and legal advice in furtherance of the company’s purpose and goals. Interfacing directly with company leaders and other team members, they will serve as a trusted advisor and business partner tasked with understanding business objectives, providing thought leadership on strategic matters, executing on tactical operational details, and thinking creatively to find balanced solutions to achieve optimal outcomes. The work will be varied and challenging, offering a unique opportunity for exposure to an array of legal, business, and technical areas that would be tough to match in other inhouse legal departments. 
ResponsibilitiesReview, draft, and negotiate complex commercial and governmental contracts and other legal documentation with customers, suppliers, partners, and other third partiesAnalyze relevant laws, regulations, and risk factors to provide timely, balanced, solution-based adviceAssist with the resolution of disputes and claims as they ariseProvide guidance regarding and oversight of compliance and administrative activities stemming from the company’s operations in various jurisdictionsAssist and direct paralegal on regulatory filings, NDAs, and service agreements.Serve as a business thought partner to business leaders and team members
QualificationsLaw degree from ABA-accredited law school and membership in good standing of the Missouri state barMinimum of 5 years of relevant legal practice experienceMeaningful experience reviewing, drafting, and negotiating commercial contractsDirect experience in any of the following areas is a plus: internet/telecom technology contracts, government contracts (federal/tribal/state/local), commercial litigation, risk management/insurance, public utility regulation, real property, and land use laws, supply chain contracts, construction contracts, and claims
Success AttributesCommitment to personal and professional integrity and respect for othersRoll-up-your-sleeves attitude and low-ego approachPassion for lifelong learning, growth, and developmentFlexible and nimble; comfortable with ambiguity and changeStrong analytical, communication, and legal “project management” skillsAbility and desire to innovate, try new things, and creatively explore novel solutions to legal and business challengesProfessional and respectful approach to the diversity of thought, action, identity, and attributes Skilled in working effectively with remote team members, as this position is in St. Louis, and work in our office
BenefitsAt Arcadian, we want to empower and inspire employees to do the best work of their lives! So, when it comes to benefits, Arcadian’s are top-notch. Equity ownership. Competitive compensation. Incredibly generous and comprehensive health care coverages. PTO. Personal development. Scaled social impact. 
If you would like to apply to become part of the Arcadian team, please submit your resume and cover letter to: talent@arcadianinfra.com.
The Arcadian Business and PurposeArcadian Infracom designs, constructs, and operates long-haul fiber and other internet infrastructure solutions to add resiliency, capacity, and small market access to the internet backbone. Arcadian serves a focused group of scaled communications ecosystem customers—ranging from global-scale tech companies to local communications service providers. With a foundation built on a first-of-its-kind partnership with the Navajo Nation, the Arcadian team develops innovative partnerships with rural and Tribal communities to stretch the core internet backbone through previously bypassed communities to improve their broadband access. Arcadian creates unique infrastructure solutions for our customers, financial value for our shareholders, and economic development opportunities for our rural and Tribal communities and rights-of-way partners. 
Want to learn more? Visit our website: arcadianinfra.com. Arcadian is an Equal Opportunity Employer (EOE). All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, age, marital status, genetic information, or other legally protected status.",Arcadian Infracom
123,3684441939,Property Accountant,"Titus Talent Strategies has partnered with SARA Investment Real Estate to add a Property Accountant in Madison, WI to their growing team!
Position Title: Property Accountant IDepartment: AccountingReports To: Director of AccountingWage: ExemptTime Off: As outlined in employment manualSchedule: 8:00‐5:00 PM Monday‐ Friday, 40 hours/weekWork schedule is dependent on acquisitions, season and overall needs of the company.Summary: Provides accounting and accounting support for property & corporate/treasury accounting. This will be accomplished in a manner conducive to the policies, business philosophies and ethics as generated and directed by management.
Baseline Qualifications:• Associate’s degree in accounting required, Bachelor’s degree preferred• Yardi & Avid experience is preferred but not required• Demonstrates excellent computer skills, including MS Word, Excel, Outlook and the internet• Ability to work under direct supervision• Ability to clearly and effectively communicate information to internal personnel and outside clients verbally and in writing• Proven ability to compose memos and correspondence• Possess exceptional organizational skills with the ability to prioritize multiple tasks simultaneously to meet strict deadlines• Ability to comprehend mortgage and other legal documents
Essential Duties and Responsibilities:Accounts Receivable/Tenant Related• Deposit tenant checks to applicable property bank accounts• Enter receipts (both checks & ach) in Yardi in order to apply payments to tenant ledgers• Review monthly tenant billing report and verify charges for next month• Post monthly charges to tenant ledgers• Email out tenant rent statements• Assist property managers with tenant questions on rent statements• Enter basic information on new leases in Yardi (tenant, start & end date of lease, rent charges)• Assist property accountants with CPI rent increase calculations• Prepare miscellaneous info on audited properties
Accounts Payable• Review Avid exceptions files• Enter ACH mortgage payments in Yardi• Record real estate tax invoices in Yardi tax module and create payables• Review vendor statements• Research payables with past due balances or credit balances• Maintain W9 information for vendors• Assist with 1099 preparation
Financials• Perform bank reconciliations for all properties• Update mortgage amortization schedules in workpapers• Update real estate tax tab in workpapers• Update rent/cam tab in workpapers• Assist with mortgage principal and interest schedule for budgets• Assist with depreciation/amortization for financial statements & budgets• Assist with locking and transferring budgets to Yardi main• Assist with creating Excel files of budgets for approval• Assist with creating pdf files for cam estimate billings and actual cam recs• Review trial balance/general ledger‐update workpapers as required and make AJE’s• Finalize month end reports• Update real estate tax escrow transfer amounts, make sure tax payments are timely• Prepare and/or review monthly financials for assigned properties
Budgets• Estimate loan balance and amortization schedules for budget year• Estimate real estate tax expense• Create CAM portion of budgets• Set up budget templates and file folders, verify links and formulas are correct.• Make necessary changes upon review• Enter budgets in to Yardi
Year End• Allocate income/loss to investors based on tax returns• Supply tax accountants with fixed asset additions for the year• Adjust depreciation/amortization to fixed asset schedules• Prepare annual tax workpapers• Prepare annual CAM reconciliations
Miscellaneous• Miscellaneous projects as requested• Create CAM worksheets for prospective tenants
Work Conditions• Work hours average 40 per week with occasional overtime and nights to meet project deadlines• Sitting for extended periods of time• Dexterity of hands and fingers to operate a computer keyboard, mouse, and other office equipment• Infrequent lifting and transporting of objects, up to 20 pounds• National or in‐state travel <10%",Titus Talent Strategies
124,3684448047,Licensed Insurance Agent,"Job Title: Licensed Health Insurance Agent
Company Introduction:USHealth Advisors is a dynamic and rapidly growing insurance company specializing in private health insurance solutions for individuals and families across the United States. Our mission is to provide innovative and tailored health insurance plans that empower our clients to lead healthier, more secure lives. 
Overview:We are seeking a dedicated and licensed Health Insurance Agent to join our passionate team. As a Health Insurance Agent at USHealth Advisors, you will play a pivotal role in helping individuals and families navigate the complex landscape of private health insurance. Your expertise and guidance will enable clients to make informed decisions about their health coverage, ensuring they receive the protection and support they need.
Responsibilities:Client Consultation: Engage with potential clients to assess their unique healthcare needs and financial goals, providing expert guidance on suitable health insurance options.Policy Recommendations: Present and explain health insurance plans, including coverage options, benefits, and costs, tailoring recommendations to individual client circumstances.Application Processing: Assist clients with the application process, ensuring accuracy and completeness.Client Advocacy: Act as a dedicated advocate for clients, resolving inquiries, and addressing concerns.Continuous Learning: Stay updated on industry trends, policy changes, and new products to provide the most up-to-date information to clients.Compliance: Adhere to all relevant industry regulations and company policies.
Essential Qualifications:
Active Health Insurance License: Must hold a valid health insurance license in the state of residence or willing to obtain one.Previous Experience: Proven track record as a health insurance agent or related experience in the sales industry.Technical Skills: Proficiency in using insurance quoting software and customer relationship management (CRM) tools.
Desired Qualifications:Excellent Communication: Strong verbal and written communication skills, with the ability to explain complex insurance concepts in a clear and understandable manner.Problem-Solving: Exceptional problem-solving skills to analyze client needs and recommend appropriate solutions.Analytical Abilities: Strong analytical skills to evaluate policy options and financial considerations.Customer-Centric: A customer-focused mindset with the ability to build trust and rapport with clients.Team Player: Collaborative and able to work effectively within a team-oriented environment.Adaptability: Flexibility to adapt to changing market conditions and insurance products.Ethical Conduct: Commitment to ethical and professional conduct in all interactions.Application Process:To apply for the Licensed Health Insurance Agent position at USHealth Advisors, please follow these steps:Prepare a resume outlining your relevant qualifications and experience.Write a cover letter detailing your motivation for applying and how your skills align with the role.Send your resume and cover letter as PDF attachments to matthew.thome@ushadvisors.comIn the email subject line, please include ""Licensed Health Insurance Agent Application - [Your Name].""We appreciate your interest in joining the USHealth Advisors team. Only candidates selected for an interview will be contacted.At USHealth Advisors, we are dedicated to fostering an inclusive and diverse workplace. We encourage applications from candidates of all backgrounds and experiences.Join us in our mission of Helping Other People Everyday.",USHEALTH Advisors
125,3684455234,Tableau Admin,"Responsibilities:· Create and manage multiple non-prod and production environments for BI Tools on hybrid cloud platforms· Engage in adoption of cloud platforms (AWS or GCP) by working with application teams to understand their requirements and recommending standard methodologies for network flows, security and high availability· Design and develop DevOps applications and tools for BI application deployment and management· Perform POCs to evaluate new features and develop strategy to deploy them without impacting user experience· Develop automation for patching, upgrades and DR with the focus on platform reliability and resiliency. · Perform platform engineering, release management, reliability engineering, infrastructure planning, health checks and alerting. Maintain SLAs through monitoring and tracking SLIs· Collaborate with product vendors to investigate, resolve and perform RCAs for any product related issues· Create guidelines/standards for development and business communities to optimize the performance and resource utilization of BI platforms. Periodically assist the users by resolving service requests related to platform issues· Work with many global teams and communicate effectively, both written and verbal, with technical and non-technical multi-functional teams· Balance development and support in a constantly evolving environment, utilizing sprint based agile model",Proiasys Inc
126,3684464103,UX Designer/Architect-Plano TX and Columbus OH ( ONSITE/HYBRID),"Our client is looking for UX Designer.
Location: Plano TX and Columbus OHType: Hybrid ( Day 1 onsite must).
Open for contract and full time
Key skillsService Design, Interaction Design, and strength in Visual/UI Design and Information Architecture, strategic storytelling frameworks + diagramming. Sketch, Photoshop",PSRTEK
127,3684955684,VP of Grain,"VP Grain – River Valley Cooperative Extremely successful and forward-thinking Iowa/Illinois-based ag retail company seeking a VP for our 100+ million-bushel grain division. River Valley Cooperative has a large two state footprint and has seen significant growth across all business units. The Company’s grain business unit is positioned well in the market with several high-speed hub facilities supported by excellent staff. This is a unique opportunity to take the company's grain business to the next level in an executive role that reports directly to the CEO. The ideal candidate will have broad grain business knowledge and excellent business development skills. They will build internal and external relationships as well as work closely with existing partnerships. A high-level understanding of the processor market, river market, truck trading, hedging, spreads, and futures is necessary. The role comes with no direct operations responsibilities but does work directly with the VP of Operations and their team on all matters involved in volume, condition, logistics, and operational hours. The company is structured for the VP of Grain to focus solely on position management, merchandising strategies, unique marketing tools, partner relationships, and total Company growth. River Valley Cooperative has spent considerable capital across our 20 commercial grain sites in eastern Iowa and western Illinois to increase capacities, streamline operations, and enhance technology. We take pride in serving our customers and helping them be successful. You will join a highly aligned team of executives within a unique reporting structure that sets up yourself as well as the Company for long-term success. Qualifications
The ideal candidate will have 10+ years of grain merchandising experience and have a passion for business development. This could be an incredible next step in the career of a Senior Merchandiser, Commercial Manager, Business Unit Manager, or GM of a smaller grain company. Situated near the Quad Cities metro area, the candidate can choose city or rural living.
The VP of Grain will have a generous salary package, strong bonus plan, and full benefit package. If you want to become a key contributor at a large, progressive, and growing ag retail company, don't hesitate to contact Samantha Jones, River Valley Talent Specialist.
Email: Sjones@rivervalleycoop.com",River Valley Cooperative
128,3685418185,"Staff Perception Software Engineer, CV/ML","Who we are:Founded in 2017, Gatik is the leader in autonomous middle mile logistics. We deliver goods safely and efficiently using medium duty trucks with a focus on short-haul, B2B logistics for Fortune 500 customers such as Walmart and Loblaw. Gatik enables our customers to optimize their hub-and-spoke operations, enhance service levels and product flow across multiple locations while reducing labor costs and meeting an unprecedented expectation for faster deliveries.
About the role:We are looking for talented Staff Engineers with expertise in classical and modern computer vision techniques to lead or actively contribute to the architecture, design, implementation, and delivery of a multi-modal perception system. The ideal candidate will be a software expert who has overseen a process from the R&D phase through product shipment and has a passion for leading teams and developing real-world solutions.
This role is onsite 4 days a week at our Mountain View, CA office!
What you'll do:Design and implement key components of perception system such as object detection, object tracking, and multi-sensor fusionBuild software infrastructure to enable learning algorithms to leverage large scale image/LIDAR dataDesign and write highly optimized pipelines for data pre-processing, model training, data post-processing, inferencing etc.Train perception models, evaluate their performance, investigate and fix performance bottlenecksDevelop scalable training and evaluation tools and infrastructureCollaborate with other engineers to conduct system integration and tests
What we're looking for:Masters’ or Ph.D. degree in Computer Science, Electrical Engineering, Robotics or related field7+ years of related experience2+ years of professional experience working on Computer Vision using C++ and OpenCVExpert knowledge of modern C++ (C++11 or later) and PythonExperience in deploying perception algorithms into real-world environmentsFamiliar with NVIDIA software libraries such as CUDA or TensorRTExperience building testing and evaluation platformsFamiliarity with deep learning applied to computer vision problemsExperience working on Computer Vision problems in at least two of the following subjects: Feature detection & matching, Image Filtering, Object Tracking, 3D Estimation, 3D Reconstruction, SLAMProficiency in modern container technologies including Docker and KubernetesIn-depth understanding of software performance and optimizationStrong math fundamentals and a good grasp of 3D geometry and vector mathWorked with one or more neural network frameworks, such as Tensorflow or PyTorch
More about Gatik:With headquarters in Mountain View, CA and offices in Canada, Texas, Louisiana and Arkansas, Gatik is establishing new standards of success for the autonomous trucking industry every day. Visit us at Gatik for more company information and Jobs @ Gatik for more open roles.
Gatik News:The 10 most innovative companies in transportation of 2023America’s Best Startup Employers of 2023 by ForbesAmerica’s Best Startup Employers of 2022 by ForbesGatik been named as a 2023 FreightTech 25 winner!Gatik named a TIME Best Invention of 2022Apeksha Kumavat recognized on the Inc. 2022 Female Founders 100 ListGatik’s Gautam Narang on the importance of knowing your customerGatik CEO Gautam Narang was Named Among the Most Exceptional Entrepreneurs of 2022 by Goldman Sachs
Taking care of our team:At Gatik, we connect people of extraordinary talent and experience to an opportunity to create a more resilient supply chain and contribute to our environment’s sustainability. We are diverse in our backgrounds and perspectives yet united by a bold vision and shared commitment to our values. Our culture emphasizes the importance of collaboration, respect and agility.
We at Gatik strive to create a diverse and inclusive environment where everyone feels they have opportunities to succeed and grow because we know that together we can do great things. We are committed to an inclusive and diverse team. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.",Gatik
129,3687024983,Staff Scientist (Cancer Biology),"Greetings from Ampcus!  Ampcus Inc. is a Global leader in end-to-end IT Business Solutions and Services with latest technologies. We are listed among the top 50 fastest growing companies in USA. We work closely with our clients for Talent acquisition.  Kindly review the below job description and let us know if you are interested and available.  Title: Scientist 3 - Research and Development / Staff ScientistDuration: 09/01/2023 to 08/31/2024Work Site Location: 1400 Mckean Road, Spring House PA 19477 Description: Staff Scientist The candidate will join the ST3 DAS Oncology Discovery group to design and perform experiments including target validation and assay development in solid tumors, for advancement of programs in the portfolio and new targets.The scientist will work independently to perform assigned experiments, interpret complex data, rework experiments based on interpretations, and propose next steps.Troubleshooting skills are essential.The scientist will prepare clear and concise summaries of their data and present to the project team and senior colleagues.The scientist will work well in a collaborative environment, be organized, and demonstrate urgency and be sensitive to timelines.The scientist must have experience of cell culture.The scientist will be proficient in multiple cell biology assays that could include Western blotting, flow cytometry, siRNA/shRNA KD assays, ELISAs, cell proliferation, cellular cytotoxicity, immune cell isolation from whole blood, capillary protein electrophoresis, cell culture, transfection/infection, immunoprecipitation. Education:Typically will have an M.S. with 3-6 or more years of experience or a B.S./B.A. with 4-12 or more years of experience, performing progressively advanced duties, or the equivalent training/experience.Strong cell biology and assay development skills are required. A good background in cancer biology is desirable.Prior biotech/pharma experience is preferred.This position is located in Spring House, PA. ",Ampcus Inc
